TweetID,UserID
1586614434532917253,332718371
1586574513453629442,2198470996
1586571992525901825,112364638
1586464249148166144,1558402257758068737
1586464134031618048,1273171031734259713
1586454625984675842,266110657
1586435974879404033,1325798009758736384
1586425974996242432,1493209503172550659
1586407252730478593,1383440714193797123
1586394704408633353,778958641
1586319826443636737,1575457400261312516
1586283924493565952,1466766632647282695
1586236976608542721,778958641
1586234713580376064,1325798009758736384
1586196528502550528,778958641
1586096352177815554,2263945346
1586078809064865792,41778077
1586060650425425921,1433389318794584064
1586029004817330177,2664368774
1586008374554263552,1325798009758736384
1586004329105743872,209914472
1586002412846055424,934573735
1585979431042039808,1565048592242442245
1585977076024487936,1325798009758736384
1585917426998222848,299270123
1585908388675960832,1325798009758736384
1585902547113345024,786646828078989312
1585900526956322817,209019847
1585887678100537345,1263570943160565761
1585873770132406273,28565463
1585855402759131136,786646828078989312
1585735349208485888,2263945346
1585626719226105856,786646828078989312
1585612458915422208,1282573837759119360
1585612243332382720,16355802
1585606924581601280,1542245927607586818
1585559583199825920,6493652
1585486653262635008,786646828078989312
1585485392668725250,1282573837759119360
1585484106401546240,786646828078989312
1585483432255279104,1282573837759119360
1585264899457941505,102941233
1585213639799472129,321872677
1585207418484494336,67265052
1585202767261757440,477962220
1585197955715563526,67265052
1584837278547185664,1267868178
1584833825950953472,1267868178
1584799339935068160,477962220
1584789639206146048,6886232
1584789609057161217,6493652
1584784406144688128,1230145704431099904
1584776318524104704,332718371
1584745644820140033,4039577783
1584518432653209600,477962220
1584514770304405504,785109074
1584455839066165250,67265052
1584450486270582790,1483011110072733698
1584435454266736641,67265052
1584384414813163520,1006828602
1584142435986178048,1267868178
1584056518856495105,1267868178
1583844502615179264,1267868178
1583843052040294401,1267868178
1583813730759909376,477962220
1583773683214319620,229396458
1583773678650523649,229396458
1583754548455571456,332718371
1583493645436882944,28327532
1583421416006832128,164159766
1583351833711759360,477962220
1583333817502564352,477962220
1583185531051339776,477962220
1583166836249886722,994990872
1583051866845302784,477962220
1583012406439006208,56320865
1583011749648736257,1519038358701461512
1582966318076043264,1399352391137468417
1582961715758538752,477962220
1582847312711536641,1383440714193797123
1582832603089903616,1383440714193797123
1582828742606352385,708247825914699776
1582723091436036098,1575171942
1582718938445926401,1575171942
1582581627695542273,1465670847134375945
1582090258585640961,786646828078989312
1581970254238187523,31139150
1581924397677694979,925749976222838784
1581637898071584768,248250335
1581626710105415681,2186891279
1581564703759007744,37203481
1581411450924412928,37203481
1581403154893373440,37203481
1581400581725642752,37203481
1581233410739032065,163357295
1581192819535798272,1526098959374110720
1580804301546405888,937631077325262848
1580536008713830400,424074373
1580501791497936896,728866588376567808
1580481138958614531,2186891279
1580450301177253889,19850521
1580447351398813697,1383440714193797123
1580445176488955905,1383440714193797123
1580441064674299904,786646828078989312
1580415995398627328,786646828078989312
1580323194451345408,102941233
1580260134978129920,786646828078989312
1580144942177222657,52574279
1580120711686852608,6886232
1580113972958613505,6886232
1579960209187168256,1267868178
1579905085177729024,1526098959374110720
1579773263412330497,43849882
1579367481785090049,230662243
1579217423060066304,248250335
1579185755498639361,18861932
1579169274480185344,2289346029
1579112613425733634,1519038358701461512
1579020400780267521,1383440714193797123
1579017060780122112,1465670847134375945
1579016284825522178,1383440714193797123
1578994791278428166,1519038358701461512
1578842021363875840,67265052
1578613479430574080,1421107449642328072
1578594605427478529,1065566534951714822
1578591847684907008,20970395
1578433120218406912,539149414
1578363060494151680,785109074
1578232704516194304,882184881605922817
1577721274025279488,1519038358701461512
1577663308970299400,6886232
1577662676913766402,6886232
1577660842136436737,6886232
1577431043757731845,1039110120117035008
1577427309836976128,1039110120117035008
1577424019019927552,1039110120117035008
1577378589237985285,1383440714193797123
1577336223814893568,1039110120117035008
1577307169673953282,1454182345
1577169637426352129,1459753808221908998
1577046077588512769,4835000428
1577027120202936320,102941233
1576988195702525953,1230145704431099904
1576986852024020993,1519439480201138176
1576718082646896640,1111580001827209216
1576621642368790528,494809329
1576606519830773760,786646828078989312
1576588328828252160,1910470783
1576511191941160960,1255177548193030147
1576495692708999168,14659522
1576476753043681280,67265052
1576145922710724609,1039110120117035008
1575747870560768002,981977428267593728
1575700593251090432,1480887183108104198
1575699758232268801,1480887183108104198
1575599825667891200,204073423
1575556012366520320,456424233
1575555788294467584,544172994
1575517443082043395,1473517511568150533
1575512993399554048,1519439480201138176
1575490784182554625,1383440714193797123
1575412305264795651,1480887183108104198
1575412157843488768,786646828078989312
1575406333402267649,1273544552205426688
1575364667559624704,1518702233248047105
1575356438720946176,477962220
1575181257289666561,1542245927607586818
1575071586683564032,1519439480201138176
1575029413267136512,31139150
1575016100479135744,1480887183108104198
1574814222013399040,1273544552205426688
1574792433983954944,477962220
1574788080959201284,1273544552205426688
1574781329689944065,477962220
1574775062691029009,1399352391137468417
1574629916385181697,1519038358701461512
1574424109244719104,786646828078989312
1574394259985338372,1542245927607586818
1574386497893048320,1542245927607586818
1574327957346197505,934573735
1574308702886182915,1519439480201138176
1574307153552330752,1519439480201138176
1574306348564635649,1519439480201138176
1574274943725993986,1519439480201138176
1574274369932726272,1519439480201138176
1574273783791321088,1519439480201138176
1574237688542158854,1051051860386357248
1574102446120615936,976185172315041793
1574093758928658432,332718371
1574084021637750791,1399352391137468417
1574083422871556097,786646828078989312
1574079348461690880,4039577783
1574026676522164225,26194165
1574020923832864775,1433389318794584064
1574012844064096263,28082323
1573960500295114753,1288180873
1573948996007170049,20970395
1573925091267809280,1230145704431099904
1573916780812197893,1230145704431099904
1573916311406747648,1230145704431099904
1573907422493679616,1309701576009842689
1573881836954066945,184930903
1573734096508944388,1483077727
1573646253149372417,1325798009758736384
1573316049327788033,1496296205579472896
1573213655835222016,1383440714193797123
1573208140862062593,1383440714193797123
1573197481457885184,1542245927607586818
1572918884520566792,786646828078989312
1572678272101613571,1256262879839485953
1572640597986377729,1399352391137468417
1572571140358565890,1039813874961330176
1572185845808959489,1230145704431099904
1572120577204428800,29773299
1572118414256373760,1542245927607586818
1572097372330639362,1232329010694250497
1571970924781662209,25484253
1571968774378762240,124436459
1571961413978947584,1383440714193797123
1571911995275857923,1446009640244940800
1571902809666383872,1232329010694250497
1571881226625073154,193602872
1571766559026352128,1227143066177429504
1571647032460480513,831618308705230850
1571472292424597505,1337408424947159042
1571305060692381700,4039577783
1571196054774636550,624278078
1571187626727587841,1399352391137468417
1571165692317106176,26208792
1571000519250038785,1230145704431099904
1570830626047299588,124436459
1570800567261483010,43849882
1570747214368231424,43849882
1570692259355697152,786646828078989312
1570660572685008898,1230145704431099904
1570493942520774658,26208792
1570462161863938050,918423586448334848
1570441835759407105,4039577783
1570432494557609984,1267868178
1570340413042565121,1039813874961330176
1570278448773595136,20970395
1570078075383123968,2422566951
1570042533287272453,925749976222838784
1569995661654753281,43849882
1569948388808073218,551708807
1569664514286620672,43849882
1569647399676645377,4835000428
1569562527914201088,44672665
1569558017557041154,29773299
1569445674508505088,26194165
1569423311699955712,1294285476350877696
1569407457201364995,2747948813
1569405262913732609,2263945346
1569337898889269255,786646828078989312
1568914015845515271,26208792
1568913503070687232,26208792
1568722876479537152,3091719549
1568713497495601158,44672665
1568633271826923520,26208792
1568526426680213510,43849882
1567981835355045889,1476524765003268099
1567936399663407106,144969721
1567905253403623424,321872677
1567880624530128901,1446399506925379587
1567874206318166016,1446399506925379587
1567847391348379651,786646828078989312
1567732047090704386,1275345687413219330
1567651016845172741,1337408424947159042
1567614268148678658,2211857466
1567556485747458048,786646828078989312
1567420920725110787,1575171942
1567409400243011584,1069803275661271040
1567406510774358017,1420089512902987776
1567405343788900353,1420089512902987776
1567401672518914048,219654247
1567386173126975491,1039110120117035008
1567248392278970368,833063324
1567227130869579781,1420089512902987776
1567209933891928065,1420089512902987776
1567208549226250240,1420089512902987776
1567207915404120066,1420089512902987776
1567207200853983235,1420089512902987776
1567169853315858433,1383440714193797123
1567155453544611842,786646828078989312
1567153187412402176,1267186561
1567092466137939970,2263945346
1567088286895669249,67265052
1567072817539080193,168469992
1567065522293858305,1039110120117035008
1567056161437786113,1450772395845881858
1567053489351675905,1249628849610031104
1566932983013117952,1371477863245832196
1566905619650584578,761973718692270080
1566859018919886848,43849882
1566858750643912705,43849882
1566851850636230659,43849882
1566827991610671106,835901533208338434
1566822550449328133,2263945346
1566817384140242946,44672665
1566807833764659203,20970395
1566802914131279874,1542245927607586818
1566801500155912192,1476524765003268099
1566784646385438720,286223350
1566779832595357697,286223350
1566778773709758471,67265052
1566776737689649153,248250335
1566767706409472001,620092760
1566715976170840065,43849882
1566713499438440451,43849882
1566693715242090497,43849882
1566684899112779776,786646828078989312
1566648227440500736,477962220
1566598776747446272,37536658
1566548824390246400,1446399506925379587
1566526802494980096,477962220
1566526354556088321,1025274418623377408
1566506556061061123,477962220
1566487276049293318,1285461210352189440
1566485353153847297,1495768292790833159
1566482200295612417,477962220
1566481460663574528,477962220
1566447648927895557,67265052
1566439524393254914,302775122
1566439353752199168,1413544374915452928
1566430283871682561,1349385904830484483
1566405173047705601,1438382589098827778
1566374371891068933,500537171
1566347578974912512,1026019435
1566323253878132736,1281282946410917889
1566315701958328322,404049682
1566280203982315520,1420089512902987776
1566275099774185472,20970395
1566188246580838400,26194165
1566158358025043968,331862565
1566154291508830212,34947931
1566147540625625088,162770435
1566142542609092616,1160619142904451072
1566136307344195584,267963987
1566129521685831682,2548666750
1566088755739516931,20970395
1566087855591546881,2909276795
1566082603773575168,44672665
1566067986171052034,925749976222838784
1566015152171925504,822988278
1566002233904431106,389920692
1565963223156785154,728866588376567808
1565956993659158529,4765844494
1565953859368935424,43849882
1565943197251129346,1519038358701461512
1565930509246644224,43849882
1565817262568882177,1476524765003268099
1565779789062995969,1294285476350877696
1565718703068614656,67265052
1565696937692643328,311609358
1565668910627782659,1519038358701461512
1565643472287195136,56320865
1565566827803152384,1408821082111553536
1565391053145923585,1282604725272223744
1565390710806925312,1542245927607586818
1565384947094913024,1854750212
1565362977443876864,344172309
1565362969927712772,1438382589098827778
1565362237715382275,1438382589098827778
1565333413594562566,1039110120117035008
1565277310495883264,102941233
1565258659285946368,875714426707554304
1565252597086306304,972773535079944192
1565222902944890886,786646828078989312
1565218772167921673,494809329
1565199766862155788,786646828078989312
1565195376331788288,786646828078989312
1565016461021782017,477962220
1565014567977197569,67265052
1565011611361972225,20970395
1565006122670596096,163357295
1564980199548104714,2921790230
1564936499279298561,786646828078989312
1564629082612109313,761973718692270080
1564600583616663563,770244900
1564253411721314312,786646828078989312
1563838528898973696,1459753808221908998
1563648647350321153,1267868178
1563463231712006146,786646828078989312
1563457902052253699,1414226379055550468
1563418636785659906,786646828078989312
1563411622168645633,33854287
1563356817778180097,624278078
1563194565514825728,1288180873
1563016162333839361,934573735
1562911739955400709,2664368774
1562911254599303168,786646828078989312
1562681930725724166,879201070047789056
1562501927333597184,102941233
1562477253103321089,41378680
1561995128331436033,89392503
1561959644544864256,1519038358701461512
1561786767732359169,1314862216341000192
1561452293786157058,163357295
1561440931521277954,1325798009758736384
1561405732565798916,1325798009758736384
1561404351649787905,1325798009758736384
1560846500963434496,1436986310867263490
1560754410896105473,1018847632180072448
1560713053674655747,2909276795
1560689819805679617,1192477647818940417
1560665557414084608,1401577856166248452
1560613968955117568,163357295
1560583936400625665,1453066338549784579
1560533558195789824,429068247
1560327261852778497,29773299
1560324673707048960,29773299
1560215039717548032,993431145479065601
1560199784618770432,947523433
1560199098266959872,2683204058
1560160470459359233,3152132398
1560160316838842371,3152132398
1560137506229813250,1325798009758736384
1560130315775053824,41805556
1560015274413268997,728866588376567808
1559982178389352450,1248599086208614400
1559947406325809152,1434842435956396038
1559825200929247235,833989117704822784
1559730963344654338,20970395
1559620011622268930,786646828078989312
1559439929305874432,1518702233248047105
1559389154265513984,1232180400581160960
1559221690348994566,549304456
1559198763884879879,1039110120117035008
1559191533798187011,44672665
1559154425066913796,1039110120117035008
1559100582966792193,2219316415
1558877444786032646,1465670847134375945
1558783252298702848,1470665259627294724
1558546168535293953,1039110120117035008
1558531725294174210,1039110120117035008
1558531166487154689,1039110120117035008
1558530297049776128,1039110120117035008
1558480878279577601,67265052
1558478469050368001,59057867
1558433574164086784,925749976222838784
1558360691983130625,925749976222838784
1557997579467689984,1452951470387732494
1557980063500537856,20970395
1557697587209183234,20970395
1557636917671387136,2909276795
1557379698635821057,1542245927607586818
1557249728227807232,786646828078989312
1557082980534845440,194001609
1557023196603375616,1282573837759119360
1556747599155236864,1542245927607586818
1556542480191045632,1192477647818940417
1556528100216918016,928270069
1556351125426782211,478549042
1556038449605578754,220396647
1555429351348387842,43849882
1555290428353794048,1433389318794584064
1555144443841347584,2390810854
1555075911137083392,1294285476350877696
1554837279914397698,1480887183108104198
1554529115188985863,4039577783
1554461502618443776,3307235915
1554461421563703298,2263945346
1554352032135389185,3307235915
1554181282934018048,43849882
1554027800994234368,1302352659547070464
1553984650770522112,1325798009758736384
1553951453630369793,1420089512902987776
1553948964130521088,1420089512902987776
1553895914384891905,26108153
1553829537083002881,477962220
1553658565122035712,1454182345
1553340481114963969,4835000428
1552894697722757120,820187049093382145
1552708099768721417,477962220
1552592226877939713,33854287
1552587105838239744,1376824881657036800
1552313924187574275,1542245927607586818
1552290726909812736,85024352
1552254998461009920,1436986310867263490
1552177963675811840,1511060633994858506
1552119436240470017,1369012844025544706
1552045738959708161,1341766117
1551879379353014272,1371477863245832196
1551788922673446912,1542245927607586818
1551666827171864576,332718371
1551548409055551489,57900162
1551436789860257792,1480887183108104198
1551436458296328194,1542245927607586818
1551286172881764352,2724505142
1551137152859312128,1251757177120972800
1551128948150616064,1037257517347360770
1550945042256338944,477962220
1550939288245833729,786646828078989312
1550908338929631233,281721758
1550889914920845313,1470665259627294724
1550850815614930944,477962220
1550781173105922048,298378917
1550770397934764032,1452951470387732494
1550694087233339395,564099090
1550556378950942720,137723696
1550555927849455616,7970962
1550489245579710466,7970962
1550447800382545921,994990872
1550441850426761224,1575171942
1550368747847909378,38267094
1550364792258453504,38267094
1550204866798227458,1125388833363779584
1550199295562883075,786646828078989312
1550180210837954561,1383440714193797123
1550170491712856065,184930903
1550150702336561154,786646828078989312
1550077963022094336,1575171942
1550068111847596033,1492008198919893112
1550046298115641345,477962220
1549839534157864966,2829466229
1549831413641498627,2829466229
1549816685426794497,1369012844025544706
1549788344401498112,184930903
1549787553666039810,881246056012492800
1549779978526625793,29773299
1549774218660904962,881246056012492800
1549630071622828033,831618308705230850
1549544619733651456,1337408424947159042
1549543346103885826,1337408424947159042
1549520492977078272,455173951
1549496098032680960,256884306
1549448881049665538,560544034
1549448205435289600,1369012844025544706
1549433000504573956,67265052
1549400008474218499,67265052
1549323483229847553,4039577783
1549057998668107783,1325798009758736384
1548966602279993344,761973718692270080
1548893407837290497,1026019435
1548606799242305539,1039110120117035008
1548412513514975232,1542245927607586818
1548251937115480065,1420089512902987776
1548215067128213505,1421107449642328072
1548213198460899329,1421107449642328072
1547828960964202497,858075553
1547512255297773568,1575715022
1547314471705743360,1255177548193030147
1547094815963234306,355007346
1546958829828579330,1039110120117035008
1546778235459051520,786646828078989312
1546518577326465025,226586341
1546352262045483008,1511365710894833668
1546161779050369024,2909276795
1545402724161921026,59057867
1545402512911613952,14243864
1545343988470784008,67265052
1545291521888509954,1039110120117035008
1545276006990233602,67265052
1545273605570920450,67265052
1545270846201233408,67265052
1545270101406093314,67265052
1545269655648051200,67265052
1545268786990915585,67265052
1545212115149004803,163357295
1544713312872681472,1011300714260426752
1544208182997909504,3833533581
1543956956813168643,1325798009758736384
1543841123340263426,1325798009758736384
1543840980352339968,1325798009758736384
1543840603024375808,1325798009758736384
1543550979802546176,31730456
1543538794065969152,1575171942
1543458188816687104,1558805497
1543227581016702976,1519038358701461512
1543154843514281984,977258657564983296
1543145642058567680,477962220
1542985959423311877,1445124154982809602
1542980840308854789,761973718692270080
1542970348982894603,1252577316481499136
1542883987546406913,1519038358701461512
1542849964950396929,1037322137743360000
1542786931234316288,1518506428721512450
1542778405862756352,977258657564983296
1542774993179877378,1414661162898182145
1542753868714590209,1408821082111553536
1542695009543229442,1223471552416681988
1542685707143192577,4039577783
1542594465331924992,4039577783
1542512308630343680,4039577783
1542202457203396613,1039110120117035008
1542007326353379329,1300807496
1541997537464406018,1518702233248047105
1541861653712699402,925749976222838784
1541649399419379712,1325798009758736384
1541407156783779842,56320865
1541171352887037953,2425892164
1541127889764196352,1070042714983620609
1540984689455939584,45709021
1540940218089496576,423345873
1540639458357395456,270484104
1540638078104178693,2669352938
1540440459545395207,786646828078989312
1540436204243615749,1399820310
1540303256500506627,786646828078989312
1540054611867869184,1483077727
1539990231201583104,1006828602
1539946167781543937,215036952
1539901246420705280,4835000428
1539865403958169601,786646828078989312
1539528067219181569,1300807496
1539470386156429315,786646828078989312
1539314916682829826,1187957372758745088
1539279159624704000,981977428267593728
1539274889798070272,20970395
1538852010514055168,1187640329207537664
1538767526548623361,742815803440005120
1538753661177831434,1438382589098827778
1538751762705707008,2263945346
1538737003830951936,4891304643
1538575651313266689,137723696
1538377338257395713,1325798009758736384
1538160206223482880,3091719549
1538122182475362306,1408821082111553536
1538058306425602048,1364126899430162434
1537885425448017921,2860868823
1537834474045689856,1500464604241084416
1537791687485009922,1949828624
1537788151095336962,770244900
1537774296143110144,3338760741
1537389716298948610,14697575
1537342623870074880,276589495
1537189133541871616,2186891279
1537172878457720834,1383440714193797123
1537128286697947139,302211016
1537098269184106498,355007346
1537005048437297160,778958641
1536951836686659586,1039110120117035008
1536814489106108420,767646930
1536746799322566656,1465658325610156033
1536657458525097984,1575171942
1536654543177531395,1575171942
1536654061071638528,1575171942
1536606260086415361,1519038358701461512
1536403767884759044,754139602923974657
1536374991897387010,190220944
1536374989452107777,13770242
1536296394172014593,1316384849733836800
1536182895995387904,33854287
1535990715481788417,3407529177
1535651777743400960,137723696
1535604474181451776,1483011110072733698
1535502149538435078,30299080
1535213309703618561,1039110120117035008
1535181043250216960,54768674
1535171442001817600,298378917
1535140243183214593,1177784358666752000
1534854337331068935,1134172010
1534839401192251392,429068247
1534804857776898048,117751460
1534547833021505536,3331454249
1534512751263076354,549304456
1534430742385672194,549304456
1534395542486253569,786646828078989312
1534393125069807616,786646828078989312
1534356172429475841,298378917
1534250534781296640,786646828078989312
1534234107433074689,3408346353
1534201343853871104,20970395
1534152400428318720,786646828078989312
1534149177952940033,786646828078989312
1534138930601271297,786646828078989312
1534113349906087936,1334747745199022080
1534112737600618500,67265052
1534097898429882368,34556576
1533890602022100992,842030432
1533775623998558208,4891304643
1533730002491125761,2343523374
1533722073364824066,1034031686584025089
1533674589884227586,41805556
1533526250140188672,313220925
1533520934052700168,119183506
1533520722831753218,119183506
1533520138166845442,119183506
1533373192525467649,256553074
1533363224749514752,1378288404983644162
1533360254435610630,1131920256916742144
1533342495937110017,67265052
1533327816338579462,30299080
1533012777933099008,188256985
1532934142404571136,58819992
1532921671220355073,188256985
1532793215929262081,2669352938
1532763490632536064,1092828635147448320
1532762010030678023,1092828635147448320
1532760406455771136,2263945346
1532693804196761600,1324238070
1532693629889912834,21852403
1532688687351222272,185105271
1532688678576967682,185129349
1532688646624755712,198459013
1532688624046727169,185106138
1532688580719542273,205710676
1532687232330616833,52683177
1532673662733754368,188256985
1532667534687842306,4891304643
1532648534515888129,1438382589098827778
1532646294975651840,6959082
1532632729770201089,477962220
1532618531073937408,1383440714193797123
1532614595776499714,1383440714193797123
1532585910444900352,786646828078989312
1532584887403925504,41805556
1532581781748297728,786646828078989312
1532566865414963200,188256985
1532558347664334857,58819992
1532467470564528131,786646828078989312
1532455432253587482,137723696
1532440920037244947,3224049447
1532428965792587776,231011162
1532422320953954306,742815803440005120
1532421968930258952,7970962
1532394573787451392,925749976222838784
1532374709228249088,1389585430207680517
1532368593333063680,2263945346
1532356367993950208,44310665
1532327038039863297,786646828078989312
1532250919886327808,1194602384661630976
1532055655577751553,3880754615
1532042434724741120,193849511
1532041859815571457,193849511
1532036576024440832,1194602384661630976
1531995875530113047,1246170365828759557
1531987245691019265,1194602384661630976
1531981462433677313,13770242
1531971241489334278,1085786884566118400
1531971097050157057,321872677
1531964881636827136,1420089512902987776
1531964127333298178,1420089512902987776
1531963319749423106,1420089512902987776
1531940071632404481,1408821082111553536
1531919183407198211,786646828078989312
1531917044404346881,440082726
1531916239228088320,1249628849610031104
1531913428830404608,256553074
1531911487052300289,861466616
1531892668124610560,4624133423
1531891118798909440,1483172221942222852
1531885193749045249,191527660
1531881063647023104,1483172221942222852
1531880264091242497,1194602384661630976
1531879793418981381,619781756
1531879028310810624,1508167668360167430
1531871152397852674,301309392
1531865394310414336,276589495
1531864352390844417,268166370
1531860283957837824,786646828078989312
1531840820780974081,20970395
1531797247108734976,1337408424947159042
1531776426759823362,2275526356
1531766772990353408,1383440714193797123
1531733921813385216,1042082246595891201
1531726425077780481,1420089512902987776
1531725507045249026,1042082246595891201
1531723200056393730,1420089512902987776
1531722433551552513,1420089512902987776
1531722129137455104,1420089512902987776
1531716903521116163,929878193271689216
1531713713018916864,770058790507057154
1531708817158840320,929878193271689216
1531708816378761223,1454182345
1531708724523503618,929878193271689216
1531706164727119873,29773299
1531704041981771776,453418305
1531703052259950592,29773299
1531702677163368448,1933847797
1531702232856596481,321872677
1531691387237933058,215712443
1531684636992086018,257989534
1531676425086025728,1399820310
1531674891090595841,1345701454200381440
1531674347282305026,619041476
1531667042063077377,11345012
1531658504427167747,1420089512902987776
1531656767851077634,44310665
1531649862596497408,399612609
1531649470890385415,1420089512902987776
1531642760964489227,431765166
1531638004330250241,59057867
1531631725956276227,2198470996
1531614467531874305,190220944
